Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
capek gue kayak bego teman teman gue diskusi uji,0,1,0,0,0,0,0,0,0,0,0,0
krn barat gereja kristen sebab masyarakat trauma ragu agama,0,0,0,0,0,0,0,0,0,0,0,0
monyet songong,1,1,1,0,0,0,0,0,1,1,0,0
gila sinar light laser rajam hidup orang cacat kulit community dukun nata endah sign indonesia raya rendah martabat hidup orang penuh kenistaaan hidup orang orang media,0,0,0,0,0,0,0,0,0,0,0,0
ngambil referensi status fbtwitterigdllnditanyain no kontak alas lupanbangsaa tolol emangmakanya maju maju,1,1,0,1,0,0,0,0,1,0,1,0
mending nete bu joy,0,1,0,0,0,0,0,0,0,0,0,0
habis minum kencing onta,0,1,0,0,0,0,0,0,0,0,0,0
tuju percaya gosip,0,0,0,0,0,0,0,0,0,0,0,0
mata picek sih babang,1,1,1,0,0,0,1,0,0,1,0,0
teruss sekolah jumat jumat foto kelas gitu iya sekolah buku tahun gembel emank foto kelas tema bebas,0,1,0,0,0,0,0,0,0,0,0,0
nyata sudut pemerintahsungguh naif amp munafik andaanda hidup manusia tau terima kasih amp balas budiitulah tolol,1,1,1,0,0,0,0,0,1,1,0,0
muslim jabat negara wajib ungkap dampak buruk aji salat,1,0,0,1,1,0,0,0,0,0,1,0
puisi kampung bodoh ilmu dunia bodoh ilmu agama innalillahi,1,1,1,0,1,0,0,0,0,1,0,0
tunjuk dunia muslim bantai umat tunjuk,1,0,1,0,0,0,0,0,1,1,0,0
heh sinting ya lu,1,1,1,0,0,0,1,0,0,1,0,0
ku muka pas umur literally kentang mulus bersih cacat surat pemberitahuan tahun bilang cant relate skincare simpel fw bgt,0,0,0,0,0,0,0,0,0,0,0,0
sipit sipit bantat kayak seungmin,1,1,1,0,0,1,0,0,0,1,0,0
gw dengar bocah khayal mimpi basah komentar ulah anak orang kayak ayo bocah presiden hina,1,0,1,0,0,0,0,1,0,1,0,0
kang fakta inipartai dukung sih nista agama benci rakyattermasuk rakyat jabar,1,0,0,1,0,0,0,0,1,0,1,0
ngakak asw wkwkwkwkwk serius gue pikir maki salah ya sih taeyong mulu canda doang,0,1,0,0,0,0,0,0,0,0,0,0
prestasi ahok nselain mafia koruptor nista agama hasil tenggelam jkt congor cebon,1,1,1,0,0,0,0,0,1,1,0,0
budaya lepas kodok ikan burung budaya cina kuno jujah rakyat indonesia,1,0,1,0,0,0,0,0,1,1,0,0
gubernur dki jakarta anies baswedan temu presiden turki recep tayyib erdogan tunai salat jumat mesjid sultan ayyub istanbul turki jumat,0,0,0,0,0,0,0,0,0,0,0,0
cebong main kolam pakmakanya tauudah tanggepinntar cebong nongol dasar kolam butek,1,1,0,1,0,0,0,0,1,0,1,0
bodat komunis tolol kau,1,1,1,0,0,1,0,0,0,1,0,0
lupa ya malam jumat abis pencar tuyul,0,0,0,0,0,0,0,0,0,0,0,0
maafdukunnya sibuk bakar menyan bani kampret,1,1,1,0,0,0,0,0,1,1,0,0
ayo lengser sih joko,1,0,1,0,0,0,0,0,1,0,0,1
suka sicepat ekspres sms notifikasipemberitahuan noresi lacak paketbarang kirim kirim cepat aman cacat sedikit sicepatberkualitas,0,0,0,0,0,0,0,0,0,0,0,0
cuap cuap hebat salah promosi susilo bambang yudhoyono sampah yah will see,1,0,1,0,0,0,0,0,1,1,0,0
kucing rumah kakak kerja makan tidur main tai pipisnkek rang kayak wkwk,0,0,0,0,0,0,0,0,0,0,0,0
neo komunis antek cina sebentar musnah negeri,1,0,1,0,0,1,0,0,0,1,0,0
makase ya fren fren ku nya gue duduk tai kucing kunci motor tilap,0,0,0,0,0,0,0,0,0,0,0,0
ingat orang orang ingat budek tuli pekak tolol,1,1,1,0,0,0,1,0,0,1,0,0
sembako gembargembor nama presiden klo utang diam diam nama rakyat,1,0,1,0,0,0,0,0,1,1,0,0
lokasi muhammad bantai yahudi lukman,1,0,0,1,1,0,0,0,0,0,1,0
gubernur presiden,0,0,0,0,0,0,0,0,0,0,0,0
klik,0,0,0,0,0,0,0,0,0,0,0,0
yakiin ganti presiden harap cek sehat benci deh uda bom hidup buruk segera jumpa dikoter,0,0,0,0,0,0,0,0,0,0,0,0
astagfiruloh ya allah jauh hamba setan kutuk,0,0,0,0,0,0,0,0,0,0,0,0
budek ya,1,1,1,0,0,0,1,0,0,1,0,0
benarbenar diktaktor otoriter presiden,1,0,1,0,0,0,0,0,1,1,0,0
mampus a kayak gue wkwk,1,1,1,0,0,0,0,0,1,1,0,0
nete abang ggg,0,1,0,0,0,0,0,0,0,0,0,0
lurus depresi suicidenteman ya tuhannnbodo gua,0,1,0,0,0,0,0,0,0,0,0,0
menteri sontoloyo,1,1,1,0,0,0,0,0,1,1,0,0
salah dari baca ayat dalamnshalat bagi tiganonta hamil gemuk muslim,0,0,0,0,0,0,0,0,0,0,0,0
ayo zul kritik ,0,0,0,0,0,0,0,0,0,0,0,0
kurikulum cinta indonesia hapus ganti kurikulum cinta cina,1,0,0,1,0,1,0,0,0,0,1,0
hehehe dungu otak km balik susah km anak ingus tumbuh erti nete ibu dasar kadal kebon,1,1,1,0,0,0,0,0,1,1,0,0
sadar bom takjil tempat malang facepalm,0,0,0,0,0,0,0,0,0,0,0,0
gue erti pola pikir orang tua suruh anak jauh teman autis benerbener manusia sih jahat banget lebih pintar,0,0,0,0,0,0,0,0,0,0,0,0
turun pki marah,0,0,0,0,0,0,0,0,0,0,0,0
cacat mbappe,0,1,0,0,0,0,0,0,0,0,0,0
presiden gelar rapat kabinet batas agenda bahas cepat laksana usaha i,0,0,0,0,0,0,0,0,0,0,0,0
kafir musuh munafiq bunuh,1,1,1,0,0,0,0,0,1,1,0,0
rejim keluar muncul istilah mesjid radikal syiah komunis liberal,0,0,0,0,0,0,0,0,0,0,0,0
selamat siang lanjut ngentot yuk jumat ngentot mek memek,0,1,0,0,0,0,0,0,0,0,0,0
polda jateng aman pilkada,0,0,0,0,0,0,0,0,0,0,0,0
syarat calon wakil presiden jokowi aju ppp salah satu jaga narasi bangsa indonesia indonesia pimpin gabung narasi nasionalisagamis agamisnasionalis romahurmuziy,0,0,0,0,0,0,0,0,0,0,0,0
menteri hukum hak asasi manusia hak imunitas debat undang undang pilkada ketok palu dekat presiden keluar perpu presiden keluar atur perintah ganti undang undang tandatangan sy,0,0,0,0,0,0,0,0,0,0,0,0
panglima tni pemuda pimpin bangsa,0,0,0,0,0,0,0,0,0,0,0,0
sitip,0,0,0,0,0,0,0,0,0,0,0,0
dpr butuh dukung kayak nya nih hak dapat lengser jokowi daulat tangan rakyat serah rakyat,1,0,1,0,0,0,0,0,1,0,0,1
gan kisah bunga hangat course gua haha gue pikir natural killer detail gera member gua tpi tahap gila tahap natural killer tepi kain org but im sweet stalker cantik and smart,0,0,0,0,0,0,0,0,0,0,0,0
kalo selingkuh risihnsepandai simpan bangkai cium juganwaktulah bukti,0,0,0,0,0,0,0,0,0,0,0,0
memek eh mewek,0,1,0,0,0,0,0,0,0,0,0,0
mampus luh,1,1,1,0,0,0,0,0,1,1,0,0
jokowi antek zionis komunis ato paranoid islam,1,0,1,0,1,0,0,0,0,1,0,0
gawat ketimbang perintah kecele berkalikali kerja usaha,0,0,0,0,0,0,0,0,0,0,0,0
memek lonte sodok kontol gede,0,1,0,0,0,0,0,0,0,0,0,0
presiden harap skema kerja pembangunanpembangunan lain,0,0,0,0,0,0,0,0,0,0,0,0
bukbernnekspetasi gue ya flasback bahas ngegoblokin pas kola biar have funnnrealitanya bahas kerja sombong anggap kerja baik kontol bangsat nndasar aditfajarilmah,1,1,0,1,0,0,0,1,0,0,1,0
udik gay,1,1,1,0,0,0,0,1,0,1,0,0
wkwkwk bangke ketuk jendela,0,1,0,0,0,0,0,0,0,0,0,0
si dakwa nista agama alias si ahok babi jamban morfotin uang rakyat jakarta,1,1,1,0,0,0,0,0,1,1,0,0
suka iri orangorang rahasia kulit mulus air wudhu kristen,0,0,0,0,0,0,0,0,0,0,0,0
orang indoneisia jabat tingggi nkri salam bahasa orang arab bahasa indonesia rendah,1,0,1,0,1,0,0,0,0,1,0,0
pakai jurus tka banyak kaliyg lokal habis pecat,1,0,0,1,0,0,0,0,1,0,1,0
heran setan iblis kabur takut dengar azhan makhluk allah anteng,0,1,0,0,0,0,0,0,0,0,0,0
ekor monyet kebun binatang tianjin cina viral milik wajah manusia monyet usia jenis capuchin asal amerika,0,0,0,0,0,0,0,0,0,0,0,0
dukung aye diam diam kagum duet jokowi puan capresampcawapres loh suer,1,0,1,0,0,0,0,0,1,1,0,0
yg pbwibowo gay ya,1,1,1,0,0,0,0,1,0,1,0,0
ya kali sih bolot aing,0,1,0,0,0,0,0,0,0,0,0,0
ah kaga pekan tai emang,0,1,0,0,0,0,0,0,0,0,0,0
temen tepat budak antek,0,1,0,0,0,0,0,0,0,0,0,0
nahloh netizen nilai jonru rugi rakyat jokowi,1,0,1,0,0,0,0,0,1,1,0,0
islam nusantara produk jil pasar gencar jilnnsementara jil anti arab pro asengnnkata alm kh hasyim muzadi jil kafir kafirnnjadi umat isla,1,1,0,1,1,0,0,0,0,0,1,0
sayang gendut ulang gila sih tua umur puluh asyik cepat ketemu salihah moga,0,0,0,0,0,0,0,0,0,0,0,0
jokowi tuduh partai komunis indonesia prabowo tuduh otoriter halo mas ahy senyum senyum kumpul kuat politik haha,1,0,1,0,0,0,0,0,1,1,0,0
bunda pro banget goyang kontol suaminyaprivate bosan lihat video kasih biar vera lihat,0,1,0,0,0,0,0,0,0,0,0,0
abang bahasa asing yanbasa asingga bisanlha iya no iya nonitu basa inggris dek basa asing,0,0,0,0,0,0,0,0,0,0,0,0
era sby alat libas lawan komplot,1,0,0,1,0,0,0,0,1,0,1,0
kang lengser jokowi kerja nya pikir infrastruktur pikir rakyat nyaman ekonomi stabil,1,0,1,0,0,0,0,0,1,0,0,1
brengsek banget kirim foto setan,1,1,1,0,0,0,0,0,1,1,0,0
andre onta mate hajar,1,1,1,0,0,0,0,0,1,1,0,0
enak nih entot kontol,0,1,0,0,0,0,0,0,0,0,0,0
weh kunyuk,0,1,0,0,0,0,0,0,0,0,0,0
gila nih panas nutrisari jeruk amerika idiot keringetan,0,1,0,0,0,0,0,0,0,0,0,0
tg rupiah aku aku nitrogliserin ya sori orang orang sadar etik banci naksirdicemburuin hdh,0,1,0,0,0,0,0,0,0,0,0,0
jablay ya pantes cari perhati cuihin ahsudalah,1,1,1,0,0,0,0,1,0,1,0,0
ustadz subki albughury s sosi dukung pilkada damai kab sinjai hoax ujar benci isu sarakalau,0,0,0,0,0,0,0,0,0,0,0,0
ayo aku agama mu kristen protestan athies budha hindu ngaku malu ya agama,1,0,1,0,1,0,0,0,0,1,0,0
udah basah memek entot,0,1,0,0,0,0,0,0,0,0,0,0
cebong bani bumi datar,1,1,0,1,0,0,0,0,1,0,1,0
gue culun orang yg bekal mimpi minat amp ketrampilan,0,0,0,0,0,0,0,0,0,0,0,0
cewek nih tolol deh gara gara cinta rela hormat lo,0,1,0,0,0,0,0,0,0,0,0,0
daruratduniaperadilanindonesia adil negeri ajang benci sara sih dakwa iman hakim iman ringan hukum beda agama hukum berat berat kecuali sogok pakai duit adil indonesia,1,1,0,1,0,0,0,0,1,0,1,0
i added a video to a playlist,0,0,0,0,0,0,0,0,0,0,0,0
karna cebong ahli bully ahli bully gerombol kampret panik temu sosok pas ganti jokowinitu jokowi wajib periode,1,1,0,1,0,0,0,0,1,0,1,0
memek nikmat ku suka,0,1,0,0,0,0,0,0,0,0,0,0
kasi terbatabata bicara lupa bawa teks mmperhatikannya hormat sukses anies ,0,0,0,0,0,0,0,0,0,0,0,0
wagirin aarman apresiasi usul pilkada pilih dprd,0,0,0,0,0,0,0,0,0,0,0,0
brngsk gue tobatntiba video bokep munculnterkutuk boy nge in,1,1,1,0,0,0,0,0,1,1,0,0
heh su asusehat,1,1,1,0,0,0,0,0,1,1,0,0
wkwkwkwk untung gue goblok alias pintar orok v,0,0,0,0,0,0,0,0,0,0,0,0
partai tolol indonesia thn segitu pemimpimnya kafir ya catet,1,1,0,1,1,0,0,0,0,0,1,0
lo dungu ya dukung prabowo cong serang hadehhh dasar banci yakk,1,1,1,0,0,0,0,1,0,1,0,0
prabowo musuh pki antekanteknya,1,0,1,0,0,0,0,0,1,1,0,0
lu nya banding talenta bgtnlu panjat sosial banget sih najis,1,1,1,0,0,0,0,0,1,1,0,0
ganyang partai komunis indonesia hapus lambang pki film intimidasi komunis antek pki yg hantu,1,0,0,1,0,1,0,0,0,0,0,1
kampret nih sih jimmyloe duit tiru ulama ulama loe goblok bin bahlul mending copot atribut atribut palsu loe ganti seragam cebongloe mati sengsara azab allah aamiinn loe lihat,1,1,1,0,0,0,0,0,1,1,0,0
gua heran warga dki pilkada ribut mayat gubernur ribut mayat salah allah tentu takdir tolol isi ulang,1,1,0,1,0,0,0,0,1,0,1,0
mang kartu tanda duduk tulis cebong mas butuh perhati kasih sayang sih,0,0,0,0,0,0,0,0,0,0,0,0
duga sedia psk warung kopi kabupaten tangerang,0,0,0,0,0,0,0,0,0,0,0,0
harap maklum buat isu toku dekat idiot,0,1,0,0,0,0,0,0,0,0,0,0
jalan kali presiden damping kepala staf presiden koordinator staf khusus presiden teten masduki staf khusus presiden diaz hendropriyono komandan paspampres mayjen tni mar suhartono jokowikunkerj,0,0,0,0,0,0,0,0,0,0,0,0
eyyy kepala eue,0,1,0,0,0,0,0,0,0,0,0,0
alam urus surat administrasi nikah pasang beda agama kristen katolik share,0,0,0,0,0,0,0,0,0,0,0,0
atas setan nama cinta,0,1,0,0,0,0,0,0,0,0,0,0
coba ahok bicara bani kampret,1,1,0,1,0,0,0,0,1,0,1,0
malas gerak mantap banget anjir bintang tamu naif ari lasso padi jaz ran fourtwnty hivi danilla,0,1,0,0,0,0,0,0,0,0,0,0
warga baduy selesai ingat tradisi seba pendopo pemkab lebak lanjut temu gubernur banten wahidin halim sabtu genpi,0,0,0,0,0,0,0,0,0,0,0,0
dasar goblok tololnkri pimpin manusia turun ontaharus cari pimpin wni asli pintar berbobotbukan turun onta otak isis,1,1,0,1,1,0,0,0,0,0,1,0
guru sd desa plumbon porong deklarasi anti hoax ujar benci isu sarah dukung pilih kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0
sumpah anjir kesal banget gue yaallahh,0,1,0,0,0,0,0,0,0,0,0,0
presiden sowan kantor mui jawa barat presiden ulama insya allah indonesia berkah gerakanindonesiabersyukur,0,0,0,0,0,0,0,0,0,0,0,0
sombong situ kampret cebong rendah hati rajin,1,1,1,0,0,0,0,0,1,1,0,0
kegodanpengen bantu nnnbantuin pegang ujung kaosmunnutupin titit eek,0,1,0,0,0,0,0,0,0,0,0,0
dasar bini suruh beli santan dok lepak kedai mamakbrengsek haih amin mandor nih,1,1,1,0,0,0,0,0,1,1,0,0
suara orok kayak kambing bandot coba kirain pakai gergaji mesin malam malam suara masjid bilang gue budek eh pas kamar hahaha,0,1,0,0,0,0,0,0,0,0,0,0
bangsa cundang pantes cukong antek asing,1,1,0,1,0,0,0,0,1,0,1,0
borang televisi mbah uti yoyakarta,0,0,0,0,0,0,0,0,0,0,0,0
perut buncit banyak tidurcebong ngerti,1,1,1,0,0,0,0,0,1,1,0,0
contoh sungkan laku hitung ambil bagi diamdiam tangan remet bokong sih helai pasi,0,1,0,0,0,0,0,0,0,0,0,0
djarot gubernur sisa jabat periode,0,0,0,0,0,0,0,0,0,0,0,0
ah asa aja bukti nya muslim rohingya usir myanmar perkosa gadis budha tanda nya bejat,1,1,0,1,1,0,0,0,0,0,1,0
proyek tambang emas perak asai asing,0,0,0,0,0,0,0,0,0,0,0,0
celeng sebut celeng,1,1,1,0,0,0,0,0,1,1,0,0
bunuh karakter mayjen kivlan zein rezim antek komunis wakil ftho atas,1,0,1,0,0,0,0,0,1,1,0,0
bilangin sih kunyuk omong suruh cari kerja calo politik jadi agama tameng nte lihat karma,1,1,1,0,1,0,0,0,0,1,0,0
tuduh syiah komunis yahudi antek cina tolong konsisten ya netizen misionaris,1,0,0,1,0,0,0,0,1,0,1,0
henti reklamasi tutup alexis janji lepas saham miras aniessandi kampanye p,0,0,0,0,0,0,0,0,0,0,0,0
iri tolol,1,1,1,0,0,0,0,0,1,1,0,0
biar gatot mundur siap pilih presiden lawan jokowi,1,0,1,0,0,0,0,0,1,1,0,0
kereta ac ekonomi serpong berangkat harap catat pintu,0,0,0,0,0,0,0,0,0,0,0,0
mlempemm maaf tenggorok kering ,0,0,0,0,0,0,0,0,0,0,0,0
haq lawan batil rezim mukidi haq menang inshallah,0,0,0,0,0,0,0,0,0,0,0,0
capres calon wakil presiden ri nih pintar pro orang otoriter,0,0,0,0,0,0,0,0,0,0,0,0
jokowi diktator,1,0,1,0,0,0,0,0,1,1,0,0
nihmasih ngelessoal tka cina orang masuk kendaripak deh hebatpengguran ind bebas tka cina biar terus,1,0,1,0,0,0,0,0,1,1,0,0
waspada bajak agama dosa agama,0,0,0,0,0,0,0,0,0,0,0,0
desadesa indonesia ajar positif ku rindu,0,0,0,0,0,0,0,0,0,0,0,0
cebonger nih junjung tembak tiarapapa habitat bisu jamaah,1,1,0,1,0,0,1,0,0,0,1,0
om tangkap y klo dosen usu j tangkapklo om,1,1,1,0,0,0,0,0,1,1,0,0
anti asengimportnya tiongkoknknpa impor india malaysia,0,0,0,0,0,0,0,0,0,0,0,0
mending makan murah buangbuang duit tainnatau sih a beli barang murah sih b komen ih beli situ sih murah bahan bagusnnlalu sih b langsung sakit hati sih a kata,0,1,0,0,0,0,0,0,0,0,0,0
alamak jumpa gambar salah pimpin juang melayu islam umno bn pulak nasib clubbing kat tangan tu  gambar pimpin bn nak ,0,0,0,0,0,0,0,0,0,0,0,0
janji prabowo janji janji realisasi periode anda menang pilih presiden janji gombal uu berangus bebas dapat cermin orang beli cer,1,0,1,0,0,0,0,0,1,1,0,0
cina nih kereta,0,0,0,0,0,0,0,0,0,0,0,0
serius mbah meng iya main film kafir cerita tarik sesuai hati nurani,0,0,0,0,0,0,0,0,0,0,0,0
slma pimpin dungu rakyat kbrkhn,1,1,1,0,0,0,0,0,1,1,0,0
kemaren kayak kutip twit kristen ya,0,0,0,0,0,0,0,0,0,0,0,0
bajing,1,1,1,0,0,0,0,0,1,1,0,0
mayoritas warga jokowi presiden klikrmol survei,0,0,0,0,0,0,0,0,0,0,0,0
lemah kerja jeblok karakter bobrok elektabilitas anjlok pencitraa mentok dukung goblok kalap emis tiongkok macan kodok prof jeffrey winters jokowi presiden lemah sejarah in,1,1,1,0,0,0,0,0,1,1,0,0
tuyul majikan hehehe,0,1,0,0,0,0,0,0,0,0,0,0
jgn percaya mulut besar orang inibila xg kenal ada orang info biar sumbat mulut pakai petas biar modar anjing bohong,1,1,1,0,0,0,0,0,1,0,0,1
gera komunis dampak jalan politik dunia indonesia,0,0,0,0,0,0,0,0,0,0,0,0
awas puisi sukmawati pakai senjata politik udik,1,1,0,1,0,0,0,0,1,0,1,0
mampus rupiah kompetisi jembatan indonesia ngardus gue perhati,0,1,0,0,0,0,0,0,0,0,0,0
ambik course graphic design gaya pergi class budak fashionnnyaa setan budek nak pakai baju tidur pergi class hanatnye designer appearance noted thatnnmaju anjing,1,1,1,0,0,0,0,0,1,1,0,0
anjir nick pas bona kimcil gue make unhi nick unhi universitas hindu indonesia,0,0,0,0,0,0,0,0,0,0,0,0
mampus aib bongkar ga,1,1,1,0,0,0,0,0,1,1,0,0
temu ustaz babi diharamkannlah warganet pintar ngatangatain bodoh hidup manfaat aji dll,0,0,0,0,0,0,0,0,0,0,0,0
dramafilm korea tonton bersetting penasaran korsel kenang sejarah kali ya olimpiade seoul korsel anti anti komunis gesek gesek tetangga,0,0,0,0,0,0,0,0,0,0,0,0
bukti valid bahaya virus idiot minum salah satu admin,0,1,0,0,0,0,0,0,0,0,0,0
menlu indonesia janji hancur kuat antichina jokowi anti pribumi turun jokowi tiru turki,1,0,1,0,0,0,0,0,1,0,0,1
tri bom,0,0,0,0,0,0,0,0,0,0,0,0
ngomong sih udah suruh sih cabul pulang banci,1,1,1,0,0,0,0,1,0,1,0,0
hulk marah,1,0,1,0,0,0,0,0,1,1,0,0
dasar ayat al quran allah hilang ilmu kelip mata hilang ilmu ranah hilang ulama muka bumi lantik ketua manusia jahil,0,0,0,0,0,0,0,0,0,0,0,0
cipta tujuh langit berlapislapis lihat imbang cipta tuhan maha asih lihat ada lihat cacat,0,0,0,0,0,0,0,0,0,0,0,0
buta hati buta mata lihat tenaga kerja asing ilegal liar negeri dungu piara,1,1,0,1,0,0,0,0,1,0,1,0
kotor ayam najisnnnnbismillah alhamdulillah was sholatu wassalam rasulillah,0,0,0,0,0,0,0,0,0,0,0,0
masa beda alas kuat bubar masyumi dukung ronta prripermesta tolak pecat anggota asal pki bubar peristiwa,0,0,0,0,0,0,0,0,0,0,0,0
hadir acara partai koalisi dukung pasang gubernur jatim nomor urut khofifahemiljatimsatu,0,0,0,0,0,0,0,0,0,0,0,0
woy ngantukkk banget bangkai suka masuk pagi,0,1,0,0,0,0,0,0,0,0,0,0
gerombol cebong umpet kayak sembur air,1,1,0,1,0,0,0,0,1,0,1,0
wajar sih budek,1,1,1,0,0,0,1,0,0,1,0,0
udah main hati aku ngacakngacak asa aku resan deui goblog balatak,0,1,0,0,0,0,0,0,0,0,0,0
pandai ilmu agama aku cerdas ilmu dunia perempuan ajar ,0,0,0,0,0,0,0,0,0,0,0,0
presiden parti je layak pm manusia pesta nih harap parti nak pm buangtabiat,0,0,0,0,0,0,0,0,0,0,0,0
kafir obral sajajuga tutup tutupimmg jahat tetap kejahatanbukan salah agamanyasukunyawarna kulitnyaprofesinyapribadi orang,0,0,0,0,0,0,0,0,0,0,0,0
edan didinya euy madep top,0,1,0,0,0,0,0,0,0,0,0,0
mampus gembel kalah debat anak kaum cetek tau kaum pikir dangkal sifat paksa argumen terima bodoh,1,1,1,0,0,0,0,0,1,1,0,0
bloon attend kelas,0,1,0,0,0,0,0,0,0,0,0,0
masuk akal logis perintah biar acau proyek strategis ektp pengacauanpenggagalan cetak blanko ektp biar presiden sby kotakpandora buka,0,0,0,0,0,0,0,0,0,0,0,0
pakai kacamata bang sipit,0,0,0,0,0,0,0,0,0,0,0,0
ya sih ketek onta,1,1,1,0,0,0,0,0,1,1,0,0
sahabat nabi pergi rantau embara timur cari bani jawi situ mula bani jawi terima islam peperangan dukung islam kewajipan,0,0,0,0,0,0,0,0,0,0,0,0
tki formal jd millionaire om admin sektor oil amp gas timteng kuwait uae amp qatar ratarata hasil bersih usd bulan level operator level engineer,0,0,0,0,0,0,0,0,0,0,0,0
kerjasama sisternetkemendes pdtt dorong internet medsos tingkat ekonomi desa,0,0,0,0,0,0,0,0,0,0,0,0
weh ambek kesah pasal raja semua nih bodoh je as long as hidup tenang beban cukop,0,1,0,0,0,0,0,0,0,0,0,0
umat umat onta ya ustad nabi bawa bawa umat ustad cangkeman,1,1,0,1,1,0,0,0,0,0,1,0
kalo jilat sih jokowi munafik cebong mingkem,1,1,1,0,0,0,0,0,1,1,0,0
tolak hoaks pilih kepala daerah kota diri damai,0,0,0,0,0,0,0,0,0,0,0,0
blokir cina telegram blokir jokowi tuduh teroris sabu cina cina usir sesuai pikir rezim,1,0,0,1,0,1,0,0,0,0,1,0
aduh duch tutisepertinya kunti tahan tuti,0,0,0,0,0,0,0,0,0,0,0,0
gimana indomarttt bawa tas sampah plastik rumah,0,0,0,0,0,0,0,0,0,0,0,0
fitnah jenderal fitnah prabowo sudut umat islam situ pki ya,1,0,1,0,0,1,0,0,0,1,0,0
enak ngentot straight,0,1,0,0,0,0,0,0,0,0,0,0
baca berita organisasi masyarakat lapor baca puisi ganjar pranowo anggap nista agama cipta gus mus bikin tonton final aff,0,0,0,0,0,0,0,0,0,0,0,0
sih harap cebong demo lapor duga nista agama biar dunia liat gerombol orang orang dungu sembunyi dunia maya ketiak kuasa surambray,1,1,0,1,0,0,0,0,1,0,1,0
pakai memek hahaha,0,1,0,0,0,0,0,0,0,0,0,0
corong congor cebong nbiadab,1,1,0,1,0,0,0,0,1,0,1,0
pdip puan maharani prioritas cawapres waaaaaw cawapres jokowijokowipuan kerensip aq tuju bangat biar nyataoklah kalo keren viva,1,0,0,1,0,0,0,0,1,0,1,0
sih anjir receh banget gua,0,1,0,0,0,0,0,0,0,0,0,0
fiksi fakta,0,0,0,0,0,0,0,0,0,0,0,0
anjing gue ketawa,0,1,0,0,0,0,0,0,0,0,0,0
amat alas menghimpit kuasa materi selubung agama nasionalisme ideologi partai politik warna kulit dada sesak asap bom mata halang pekat debu pandang bentur kaca tembok,0,0,0,0,0,0,0,0,0,0,0,0
jimin ngasih link dasar mahonjin sueeeee lo ngeshare apaaan lo gue idih ogaaaahnrm gue doyan cewek buru apussssssssssssss,1,1,1,0,0,0,0,1,0,1,0,0
teman ahok tai pimpin kayak babi,1,1,0,1,0,0,0,0,1,0,1,0
cebong erti koplakkoplak,1,1,0,1,0,0,0,0,1,0,1,0
hadap ulama rommy alas ppp dukung jokowi,0,0,0,0,0,0,0,0,0,0,0,0
gubernurzamannow keanekaragaman budaya suku agama sungguh kaya kita djarot hadap serta rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
hoaks pokemon go yahudi,0,0,0,0,0,0,0,0,0,0,0,0
lho gw sih bodoh jungkir kayak bodoh instropeksi mawas,0,1,0,0,0,0,0,0,0,0,0,0
saksi saksi bisu,0,0,0,0,0,0,0,0,0,0,0,0
deh goblog,1,1,1,0,0,0,0,0,1,1,0,0
twit mijoo lumayan wkwk edan sih mbanya,0,1,0,0,0,0,0,0,0,0,0,0
hai goblok kabar kemarin admin bilang turki sana bayi lahir beban utang parah indo gw kasih tau ya solvabilitas utang ratus negara lo kuliah eko,1,1,0,1,0,0,0,0,1,0,1,0
lengkap juluk kpk antek yahudi komunis hahaha bubar semen padang fc,1,0,0,1,0,0,0,0,1,0,0,1
kompedium ajar sosial gereja oke mbak cuman prioritas sekolah katolik,0,0,0,0,0,0,0,0,0,0,0,0
sejahtera lahir capai kemakmurannsejahtera bathin capai capai makmur rezim misnpbangunan infrastrukturnpbrantasan ilegal fishingnbbm harganfreeportndllnkita apresiasi itun,0,0,0,0,0,0,0,0,0,0,0,0
nyata sampah dasar sontoloyo,1,1,1,0,0,0,0,0,1,1,0,0
tetes embun saksi indu sebut nama bisu,0,0,0,0,0,0,0,0,0,0,0,0
ajar bahasa asing,0,0,0,0,0,0,0,0,0,0,0,0
suda suda maaf maaf maklum sifat burik mu lt teriak senpai,0,1,0,0,0,0,0,0,0,0,0,0
salah beliau beli rezim,0,0,0,0,0,0,0,0,0,0,0,0
kelas berat nih untung jakarta gubernur keren gin ga pakai amarah marah marah pakai arah sumingrah tata bangun jakarta,0,0,0,0,0,0,0,0,0,0,0,0
buaya darat buaya air,0,0,0,0,0,0,0,0,0,0,0,0
orang to rumongso ku kete alias monyet,1,1,1,0,0,0,0,0,1,1,0,0
jokowi salah harga telur naik ayam salahnnudah jijik rejim beginiannpengen cepat cepat,1,0,1,0,0,0,0,0,1,1,0,0
seru nih obrol lu sarap kayak btw suka unamenya bagus,0,1,0,0,0,0,0,0,0,0,0,0
pki gerwani pemuda rakyat baperki tanda tanda tampak bangkit diam,0,0,0,0,0,0,0,0,0,0,0,0
coba banget pakai bahasa susah tau kosakata bahasa kadang bingung duh lupa pokok pakai bahasa asingnnsebut mampu olah,0,0,0,0,0,0,0,0,0,0,0,0
dpr busuk,1,1,0,1,0,0,0,0,1,0,1,0
sisi tani milik ha tanah produktif korporasi tuan tanah mengakuisi ribu hektar tanah fasilitas rejimkeadilantanah,0,0,0,0,0,0,0,0,0,0,0,0
